2022-09-10 21:56:52,275 289611 [INFO] Logs and models will be save in log/leaper.
2022-09-10 21:59:06,424 291666 [INFO] Logs and models will be save in log/leaper.
2022-09-10 22:12:27,201 292235 [INFO] Logs and models will be save in log/leaper.
2022-09-10 22:15:17,419 292794 [INFO] Logs and models will be save in log/leaper.
2022-09-10 22:18:46,411 293253 [INFO] Logs and models will be save in log/leaper.
2022-09-10 22:21:09,802 293820 [INFO] Logs and models will be save in log/leaper.
2022-09-10 22:21:28,748 294253 [INFO] Logs and models will be save in log/leaper.
2022-09-10 22:29:33,545 295345 [INFO] Logs and models will be save in log/leaper.
2022-09-10 22:41:56,563 296960 [INFO] Logs and models will be save in log/leaper.
2022-09-10 22:49:45,425 298270 [INFO] Logs and models will be save in log/leaper.
2022-09-10 22:51:03,180 298595 [INFO] Logs and models will be save in log/leaper.
2022-09-10 23:27:20,448 303955 [INFO] Logs and models will be save in log/leaper.
2022-09-11 00:44:31,044 311544 [INFO] Logs and models will be save in log/leaper.
2022-09-11 00:45:05,965 311716 [INFO] Logs and models will be save in log/leaper.
2022-09-11 00:47:07,591 313648 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:08:15,923 316751 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:12:36,574 317196 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:17:42,263 318094 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:21:37,995 318597 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:22:17,806 319058 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:26:16,203 320052 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:29:26,463 320556 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:29:43,542 320681 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:30:12,286 320840 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:32:13,313 321055 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:33:32,987 321697 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:34:23,896 322237 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:35:29,785 322431 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:36:46,574 323082 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:51:17,594 324405 [INFO] Logs and models will be save in log/leaper.
2022-09-11 01:59:15,693 325362 [INFO] Logs and models will be save in log/leaper.
2022-09-11 02:20:00,929 330165 [INFO] Logs and models will be save in log/leaper.
2022-09-11 02:20:29,940 330705 [INFO] Logs and models will be save in log/leaper.
2022-09-11 02:20:53,030 331231 [INFO] Logs and models will be save in log/leaper.
2022-09-11 02:28:35,133 332400 [INFO] Logs and models will be save in log/leaper.
2022-09-11 02:31:39,682 333768 [INFO] Logs and models will be save in log/leaper.
2022-09-11 02:31:59,139 334224 [INFO] Logs and models will be save in log/leaper.
2022-09-11 02:32:51,458 334803 [INFO] Logs and models will be save in log/leaper.
2022-09-11 02:42:45,801 336348 [INFO] Logs and models will be save in log/leaper.
2022-09-11 02:59:57,869 338730 [INFO] Logs and models will be save in log/leaper.
2022-09-11 03:06:16,938 339204 [INFO] Logs and models will be save in log/leaper.
2022-09-11 03:08:56,761 340015 [INFO] Logs and models will be save in log/leaper.
2022-09-11 03:16:52,405 340424 [INFO] Logs and models will be save in log/leaper.
2022-09-11 03:18:40,720 340632 [INFO] Logs and models will be save in log/leaper.
2022-09-11 03:23:31,451 341110 [INFO] Logs and models will be save in log/leaper.
2022-09-11 03:26:51,229 341436 [INFO] Logs and models will be save in log/leaper.
2022-09-11 03:28:47,480 341652 [INFO] Logs and models will be save in log/leaper.
2022-09-11 03:29:29,068 341797 [INFO] Logs and models will be save in log/leaper.
2022-09-11 03:32:40,944 341797 [INFO] Iter=0, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 03:32:40,946 341797 [INFO] Best model updated, score=0.0
2022-09-11 03:35:43,310 341797 [INFO] Iter=1, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 03:38:58,722 341797 [INFO] Iter=2, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 03:42:00,126 341797 [INFO] Iter=3, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 03:44:39,348 341797 [INFO] Iter=4, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 03:47:31,535 341797 [INFO] Iter=5, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 03:50:32,182 341797 [INFO] Iter=6, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 03:53:13,506 341797 [INFO] Iter=7, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 03:56:06,551 341797 [INFO] Iter=8, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 03:58:58,384 341797 [INFO] Iter=9, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:01:39,040 341797 [INFO] Iter=10, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:04:22,662 341797 [INFO] Iter=11, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:07:09,156 341797 [INFO] Iter=12, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:09:52,002 341797 [INFO] Iter=13, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:12:26,609 341797 [INFO] Iter=14, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:15:07,195 341797 [INFO] Iter=15, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:17:42,729 341797 [INFO] Iter=16, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:20:11,893 341797 [INFO] Iter=17, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:22:50,943 341797 [INFO] Iter=18, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:25:22,707 341797 [INFO] Iter=19, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:28:03,343 341797 [INFO] Iter=20, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:30:49,386 341797 [INFO] Iter=21, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:33:34,441 341797 [INFO] Iter=22, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:36:17,028 341797 [INFO] Iter=23, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:39:06,636 341797 [INFO] Iter=24, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:41:51,569 341797 [INFO] Iter=25, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:44:28,588 341797 [INFO] Iter=26, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:47:15,458 341797 [INFO] Iter=27, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:49:51,478 341797 [INFO] Iter=28, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:52:28,875 341797 [INFO] Iter=29, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:55:13,536 341797 [INFO] Iter=30, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 04:57:51,854 341797 [INFO] Iter=31, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 05:00:36,399 341797 [INFO] Iter=32, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 05:03:17,993 341797 [INFO] Iter=33, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 05:05:58,148 341797 [INFO] Iter=34, max=0.00, avg=0.00, min=0.00, std=0.00
2022-09-11 05:08:29,961 341797 [INFO] Iter=35, max=0.00, avg=0.00, min=0.00, std=0.00
